v_px,fit_sample_count,fit_residual_median_mm,fit_residual_mean_mm,fit_residual_std_mm,fit_residual_mad_mm,fit_residual_p95_abs_mm,fit_positive_fraction,fit_sign_consistency,validation_sample_count,validation_residual_median_mm,validation_residual_mean_mm,validation_residual_std_mm,validation_residual_mad_mm,validation_residual_p95_abs_mm,validation_positive_fraction,validation_sign_consistency
2517,7,-0.099975079,-0.093163679,0.055156378,0.039508381,0.168779784,0.000000000,1.000000000,3,-0.150514757,-0.142104937,0.036454064,0.023104382,0.171308701,0.000000000,1.000000000
2518,7,-0.115654365,-0.097582795,0.053521435,0.063844585,0.166405022,0.000000000,1.000000000,3,-0.172368397,-0.152778521,0.036054199,0.002428435,0.174553988,0.000000000,1.000000000
2519,7,-0.109528989,-0.097623157,0.048816821,0.046180564,0.152080913,0.000000000,1.000000000,3,-0.163335956,-0.150629422,0.025693694,0.004158163,0.167078304,0.000000000,1.000000000
2520,7,-0.102364015,-0.088904735,0.043157821,0.035906149,0.134503021,0.000000000,1.000000000,3,-0.160265616,-0.153662553,0.034952954,0.024577411,0.182385286,0.000000000,1.000000000
2521,7,-0.091576386,-0.077390651,0.041149217,0.033222234,0.121016437,0.000000000,1.000000000,3,-0.159135311,-0.139531278,0.042547311,0.009607219,0.167781808,0.000000000,1.000000000
2522,7,-0.079523542,-0.074362463,0.046095213,0.025335186,0.125668414,0.142857143,0.857142857,3,-0.157538187,-0.121198837,0.064197452,0.001445434,0.158839078,0.000000000,1.000000000
2523,6,-0.070549266,-0.078184154,0.059138867,0.037645151,0.148820211,0.166666667,0.833333333,3,-0.144697312,-0.105203453,0.078442690,0.011352639,0.154914687,0.000000000,1.000000000
2524,6,-0.068246004,-0.082311497,0.065790414,0.047458317,0.165427168,0.166666667,0.833333333,3,-0.130900704,-0.045656926,0.161542937,0.015822344,0.146116040,0.333333333,0.666666667
2525,6,-0.072401397,-0.084974893,0.065862655,0.053145537,0.167933743,0.000000000,1.000000000,2,-0.130582286,-0.130582286,0.000207564,0.000146770,0.130714379,0.000000000,1.000000000
2526,6,-0.084319509,-0.090813206,0.062731250,0.058657437,0.164923759,0.000000000,1.000000000,2,-0.131977294,-0.131977294,0.018403701,0.013013382,0.143689338,0.000000000,1.000000000
2527,6,-0.097195738,-0.097370246,0.060628819,0.049982442,0.164616345,0.000000000,1.000000000,2,-0.143312033,-0.143312033,0.028713176,0.020303282,0.161584986,0.000000000,1.000000000
2528,6,-0.102971250,-0.099425951,0.059333859,0.047805079,0.163276138,0.000000000,1.000000000,2,-0.154887385,-0.154887385,0.022426947,0.015858247,0.169159807,0.000000000,1.000000000
2529,6,-0.104823060,-0.096061847,0.058514257,0.049868045,0.155580197,0.000000000,1.000000000,2,-0.158389265,-0.158389265,0.010541953,0.007454286,0.165098123,0.000000000,1.000000000
2530,6,-0.110573790,-0.089893993,0.058914706,0.031228947,0.142475963,0.000000000,1.000000000,2,-0.161551274,-0.161551274,0.004482616,0.003169688,0.164403993,0.000000000,1.000000000
2531,6,-0.111230283,-0.085603240,0.063593899,0.028376214,0.142383006,0.000000000,1.000000000,2,-0.170711269,-0.170711269,0.004485315,0.003171597,0.173565707,0.000000000,1.000000000
2532,6,-0.099456389,-0.083708146,0.067910668,0.048741902,0.155493470,0.166666667,0.833333333,2,-0.183456029,-0.183456029,0.015651322,0.011067156,0.193416470,0.000000000,1.000000000
2533,6,-0.093650340,-0.084484193,0.068418124,0.049727572,0.154094635,0.166666667,0.833333333,2,-0.184835000,-0.184835000,0.021698582,0.015343215,0.198643893,0.000000000,1.000000000
2534,5,-0.145932512,-0.096357238,0.075987927,0.005488702,0.150552988,0.200000000,0.800000000,2,-0.186039974,-0.186039974,0.028979422,0.020491546,0.204482365,0.000000000,1.000000000
2535,5,-0.137347522,-0.102303972,0.080392530,0.045434491,0.175953744,0.200000000,0.800000000,2,-0.190550891,-0.190550891,0.035446454,0.025064428,0.213108876,0.000000000,1.000000000
2536,5,-0.131646136,-0.106587745,0.084793010,0.077077975,0.196805611,0.200000000,0.800000000,2,-0.188563288,-0.188563288,0.026888836,0.019013278,0.205675239,0.000000000,1.000000000
2537,6,-0.108774911,-0.105274401,0.073869589,0.059926703,0.195902045,0.000000000,1.000000000,2,-0.187951091,-0.187951091,0.017894800,0.012653535,0.199339272,0.000000000,1.000000000
2538,5,-0.120104014,-0.106677422,0.074269211,0.065507708,0.182148368,0.000000000,1.000000000,2,-0.183786616,-0.183786616,0.012327349,0.008716752,0.191631693,0.000000000,1.000000000
2539,5,-0.122818937,-0.105770589,0.068776590,0.051048729,0.172098991,0.000000000,1.000000000,2,-0.173439887,-0.173439887,0.014691830,0.010388692,0.182789710,0.000000000,1.000000000
2540,5,-0.131568178,-0.104487862,0.068495070,0.037003560,0.166735521,0.000000000,1.000000000,2,-0.161327246,-0.161327246,0.021431917,0.015154654,0.174966435,0.000000000,1.000000000
2541,5,-0.142477758,-0.103328699,0.073904332,0.021735777,0.163718474,0.000000000,1.000000000,2,-0.156999927,-0.156999927,0.023851557,0.016865598,0.172178965,0.000000000,1.000000000
2542,5,-0.155481549,-0.106656191,0.080295547,0.014686333,0.169440930,0.200000000,0.800000000,2,-0.167884384,-0.167884384,0.020263984,0.014328800,0.180780304,0.000000000,1.000000000
2543,5,-0.165915504,-0.116363316,0.081174661,0.022279824,0.184510991,0.000000000,1.000000000,2,-0.189473425,-0.189473425,0.019176461,0.013559806,0.201677251,0.000000000,1.000000000
2544,5,-0.166643930,-0.125293913,0.073415677,0.028359421,0.190674875,0.000000000,1.000000000,2,-0.206802383,-0.206802383,0.025577441,0.018085982,0.223079767,0.000000000,1.000000000
2545,5,-0.138152418,-0.125230496,0.066531357,0.050275215,0.188007513,0.000000000,1.000000000,2,-0.210790937,-0.210790937,0.028158414,0.019911005,0.228710842,0.000000000,1.000000000
2546,5,-0.105834858,-0.116376032,0.066604234,0.072491192,0.186385192,0.000000000,1.000000000,2,-0.205918381,-0.205918381,0.026684191,0.018868572,0.222900096,0.000000000,1.000000000
2547,5,-0.089299879,-0.105350346,0.067874875,0.062515031,0.177058947,0.000000000,1.000000000,2,-0.194784425,-0.194784425,0.021604295,0.015276543,0.208533314,0.000000000,1.000000000
2548,5,-0.094993034,-0.098230101,0.070475980,0.073819449,0.169387722,0.000000000,1.000000000,2,-0.180193140,-0.180193140,0.013631049,0.009638607,0.188867886,0.000000000,1.000000000
2549,5,-0.113187532,-0.096837955,0.074105577,0.053876050,0.166696211,0.000000000,1.000000000,2,-0.168626653,-0.168626653,0.008227434,0.005817674,0.173862560,0.000000000,1.000000000
2550,6,-0.118290179,-0.101411871,0.067402947,0.047644994,0.167265016,0.000000000,1.000000000,2,-0.164031019,-0.164031019,0.007810238,0.005522672,0.169001424,0.000000000,1.000000000
2551,5,-0.148689127,-0.109468049,0.073553342,0.021629824,0.170066225,0.000000000,1.000000000,2,-0.163882805,-0.163882805,0.010393015,0.007348972,0.170496879,0.000000000,1.000000000
2552,5,-0.152209550,-0.117496263,0.072028035,0.032576099,0.181891908,0.000000000,1.000000000,3,-0.159819054,-0.160792733,0.011962632,0.010472356,0.171873109,0.000000000,1.000000000
2553,5,-0.146958170,-0.122891208,0.073820637,0.054221048,0.195797059,0.000000000,1.000000000,3,-0.169893407,-0.158039408,0.022905266,0.002694921,0.172318836,0.000000000,1.000000000
2554,5,-0.135226056,-0.125284393,0.078348945,0.059974188,0.206945126,0.000000000,1.000000000,3,-0.174172753,-0.154226105,0.040298104,0.006487933,0.180011893,0.000000000,1.000000000
2555,6,-0.123106064,-0.126676060,0.074083621,0.055604547,0.211131327,0.000000000,1.000000000,3,-0.179257448,-0.150578135,0.055572690,0.006694677,0.185282657,0.000000000,1.000000000
2556,5,-0.101538809,-0.127001053,0.085481946,0.088004265,0.214120663,0.000000000,1.000000000,3,-0.179444037,-0.153099759,0.049351019,0.004244380,0.183263979,0.000000000,1.000000000
2557,5,-0.096670259,-0.122565385,0.080870383,0.079141712,0.206310755,0.000000000,1.000000000,3,-0.165675223,-0.155285598,0.032742003,0.015896994,0.179982518,0.000000000,1.000000000
2558,5,-0.112896839,-0.115956703,0.073071166,0.068534728,0.190979567,0.000000000,1.000000000,3,-0.157812889,-0.159540641,0.018875231,0.016224203,0.177079603,0.000000000,1.000000000
2559,5,-0.132487908,-0.111257561,0.069681952,0.056949491,0.182971938,0.000000000,1.000000000,3,-0.164295933,-0.168788636,0.012760204,0.005413498,0.181298379,0.000000000,1.000000000
2560,5,-0.140868058,-0.110680412,0.066066873,0.043200556,0.176548483,0.000000000,1.000000000,3,-0.183229639,-0.179595042,0.012886881,0.007044662,0.189569835,0.000000000,1.000000000
2561,5,-0.140642759,-0.113313150,0.061578875,0.034804993,0.170274132,0.000000000,1.000000000,3,-0.189218422,-0.183928087,0.012152404,0.003320172,0.192206577,0.000000000,1.000000000
2562,5,-0.139526269,-0.115494778,0.062103584,0.029752678,0.167237094,0.000000000,1.000000000,3,-0.175429446,-0.179638916,0.009978063,0.002974067,0.189471676,0.000000000,1.000000000
2563,5,-0.145413019,-0.115875710,0.069672918,0.023764637,0.169136504,0.000000000,1.000000000,3,-0.175840376,-0.175308959,0.007985006,0.007174606,0.182297522,0.000000000,1.000000000
2564,5,-0.156750806,-0.119788976,0.066097997,0.016950190,0.172547511,0.000000000,1.000000000,3,-0.176348721,-0.178708656,0.007710122,0.003894411,0.186225515,0.000000000,1.000000000
2565,5,-0.153364192,-0.113801708,0.073066494,0.029104633,0.178333731,0.000000000,1.000000000,3,-0.192643123,-0.191031647,0.018753827,0.016284616,0.207299277,0.000000000,1.000000000
2566,5,-0.151526543,-0.114738690,0.071169330,0.040967735,0.184344161,0.000000000,1.000000000,3,-0.219740245,-0.204636026,0.034849309,0.009644930,0.228420682,0.000000000,1.000000000
2567,5,-0.131085972,-0.114160506,0.070979619,0.066864795,0.190236021,0.000000000,1.000000000,3,-0.228456968,-0.205895421,0.040167377,0.001252560,0.229584272,0.000000000,1.000000000
2568,5,-0.117798386,-0.109377388,0.068605080,0.072894355,0.184317790,0.000000000,1.000000000,3,-0.204762691,-0.193308833,0.030245015,0.011391362,0.215014918,0.000000000,1.000000000
2569,5,-0.118049259,-0.103053958,0.060100890,0.052054073,0.165312767,0.000000000,1.000000000,3,-0.174485887,-0.177858384,0.022155149,0.016903045,0.198804371,0.000000000,1.000000000
2570,6,-0.096470306,-0.093418067,0.048201397,0.041736031,0.146666583,0.000000000,1.000000000,3,-0.152284960,-0.166161576,0.027063258,0.003433778,0.192842224,0.000000000,1.000000000
2571,5,-0.116939928,-0.098822883,0.053479838,0.033886062,0.148951376,0.000000000,1.000000000,3,-0.135697019,-0.158157222,0.041543469,0.003018200,0.199055946,0.000000000,1.000000000
2572,5,-0.121520305,-0.101830046,0.066086588,0.038249863,0.159676832,0.000000000,1.000000000,3,-0.122641280,-0.153887392,0.055652022,0.001761151,0.208590818,0.000000000,1.000000000
2573,5,-0.143426709,-0.111894171,0.068419118,0.028352377,0.170753506,0.000000000,1.000000000,3,-0.129587687,-0.154608129,0.051732166,0.009444863,0.205643258,0.000000000,1.000000000
2574,5,-0.164248847,-0.115694406,0.075034564,0.012095714,0.174860253,0.000000000,1.000000000,3,-0.147121152,-0.157476477,0.032784962,0.016001583,0.189481954,0.000000000,1.000000000
2575,5,-0.166336376,-0.126330836,0.070759576,0.019147573,0.184401524,0.000000000,1.000000000,3,-0.161534684,-0.162005175,0.017145260,0.016434683,0.177596222,0.000000000,1.000000000
2576,5,-0.185954637,-0.136857672,0.069683670,0.002236272,0.187843002,0.000000000,1.000000000,3,-0.168584884,-0.167170743,0.014041831,0.011867111,0.179265284,0.000000000,1.000000000
2577,5,-0.174496831,-0.142018146,0.070472293,0.029871878,0.202903785,0.000000000,1.000000000,3,-0.173924866,-0.175310010,0.014717088,0.012590401,0.188996118,0.000000000,1.000000000
2578,5,-0.171090559,-0.142492848,0.069846751,0.037357987,0.206188566,0.000000000,1.000000000,3,-0.183621718,-0.185412301,0.011384401,0.008592421,0.196189471,0.000000000,1.000000000
2579,5,-0.176905220,-0.137573723,0.067880944,0.021481761,0.195746778,0.000000000,1.000000000,3,-0.191180125,-0.191465618,0.005439423,0.005005562,0.196455962,0.000000000,1.000000000
2580,5,-0.168018626,-0.132971330,0.062177761,0.015763897,0.183555867,0.000000000,1.000000000,3,-0.187492679,-0.189001417,0.003532314,0.001018663,0.192483071,0.000000000,1.000000000
2581,5,-0.148646956,-0.126626300,0.063185119,0.034420277,0.183038604,0.000000000,1.000000000,3,-0.176266120,-0.179415612,0.010404150,0.005316026,0.189554170,0.000000000,1.000000000
2582,6,-0.092794406,-0.095439569,0.084574442,0.066068337,0.186875054,0.166666667,0.833333333,3,-0.164174016,-0.170054467,0.016065125,0.006415907,0.185825550,0.000000000,1.000000000
2583,5,-0.108164477,-0.121037472,0.061569015,0.054418160,0.186857546,0.000000000,1.000000000,3,-0.159350549,-0.165036515,0.011382799,0.001733625,0.176262921,0.000000000,1.000000000
2584,5,-0.109562288,-0.123404479,0.054988116,0.052162897,0.183382535,0.000000000,1.000000000,3,-0.163857847,-0.164196843,0.003351684,0.002830308,0.167320412,0.000000000,1.000000000
2585,5,-0.124637558,-0.118927850,0.060130151,0.040275612,0.180446623,0.000000000,1.000000000,3,-0.169674186,-0.168209735,0.004763256,0.002394636,0.171829358,0.000000000,1.000000000
2586,5,-0.136848510,-0.116760077,0.069924552,0.043727642,0.179768656,0.000000000,1.000000000,3,-0.177741592,-0.174370254,0.008113690,0.002513167,0.180003442,0.000000000,1.000000000
2587,5,-0.147851767,-0.125351083,0.074854141,0.061901048,0.201537046,0.000000000,1.000000000,3,-0.174646944,-0.179546205,0.008803130,0.000364282,0.188202802,0.000000000,1.000000000
2588,5,-0.159039232,-0.129987717,0.083655746,0.076816005,0.221118529,0.000000000,1.000000000,3,-0.191395522,-0.183932697,0.014354568,0.001623067,0.192856283,0.000000000,1.000000000
2589,5,-0.154769381,-0.134596397,0.087923445,0.078636546,0.234201613,0.000000000,1.000000000,3,-0.189070546,-0.189558259,0.023616221,0.022880875,0.210980158,0.000000000,1.000000000
2590,5,-0.145046444,-0.137957740,0.087911720,0.061236243,0.239876818,0.000000000,1.000000000,3,-0.188749382,-0.194070896,0.026005461,0.017611579,0.218967890,0.000000000,1.000000000
2591,5,-0.139263517,-0.145548210,0.080726559,0.051344221,0.239987504,0.000000000,1.000000000,3,-0.189958513,-0.192873691,0.016324160,0.011754989,0.208408984,0.000000000,1.000000000
2592,5,-0.145968336,-0.148925233,0.073188902,0.045604660,0.234644071,0.000000000,1.000000000,3,-0.185288199,-0.185549556,0.004406663,0.004008812,0.189601793,0.000000000,1.000000000
2593,5,-0.158112170,-0.147395613,0.068950311,0.070468513,0.226364731,0.000000000,1.000000000,3,-0.176057658,-0.176586758,0.011700031,0.010897406,0.187293892,0.000000000,1.000000000
2594,5,-0.172628270,-0.147542679,0.064615624,0.054660936,0.217041241,0.000000000,1.000000000,3,-0.166253447,-0.170218900,0.014038474,0.007663770,0.183857561,0.000000000,1.000000000
2595,5,-0.173253519,-0.152128029,0.056725335,0.039774805,0.208344306,0.000000000,1.000000000,3,-0.161814535,-0.169153607,0.018024034,0.005857611,0.186901878,0.000000000,1.000000000
2596,5,-0.172449183,-0.154561147,0.057396238,0.032148288,0.203926923,0.000000000,1.000000000,3,-0.170963691,-0.177443562,0.023805243,0.013414541,0.200532430,0.000000000,1.000000000
2597,5,-0.167230719,-0.152234721,0.069497841,0.033518003,0.213201682,0.000000000,1.000000000,3,-0.184313070,-0.193381816,0.022566657,0.007552788,0.215596193,0.000000000,1.000000000
2598,5,-0.158531008,-0.148638511,0.083398701,0.040052954,0.229550468,0.000000000,1.000000000,3,-0.195596922,-0.205662709,0.019450133,0.002288603,0.224834289,0.000000000,1.000000000
2599,5,-0.158000396,-0.149212409,0.090325330,0.042999968,0.241326783,0.000000000,1.000000000,3,-0.201267813,-0.207930820,0.013235138,0.001916500,0.220982780,0.000000000,1.000000000
2600,5,-0.169306432,-0.152812189,0.084701334,0.050917025,0.238317312,0.000000000,1.000000000,3,-0.200604375,-0.200503431,0.004338021,0.004185725,0.204371527,0.000000000,1.000000000
2601,5,-0.175631903,-0.153612187,0.071240732,0.056020146,0.224524823,0.000000000,1.000000000,3,-0.189972607,-0.192051339,0.004576537,0.001089497,0.196565729,0.000000000,1.000000000
2602,5,-0.181178253,-0.154066740,0.061829578,0.042162837,0.216135035,0.000000000,1.000000000,3,-0.192805191,-0.190558994,0.005443681,0.001714957,0.194348652,0.000000000,1.000000000
2603,5,-0.183997885,-0.158588463,0.056792065,0.040367345,0.216857763,0.000000000,1.000000000,3,-0.182634091,-0.191579424,0.018192161,0.003042272,0.209524533,0.000000000,1.000000000
2604,5,-0.185478078,-0.155524408,0.065416036,0.041355317,0.219886975,0.000000000,1.000000000,3,-0.171368933,-0.192375590,0.036448243,0.000073471,0.228153030,0.000000000,1.000000000
2605,5,-0.185792132,-0.154056442,0.069823392,0.038785505,0.218435143,0.000000000,1.000000000,3,-0.159902553,-0.185114300,0.052524270,0.009953447,0.236932371,0.000000000,1.000000000
2606,5,-0.180612610,-0.147655691,0.069801352,0.033947954,0.209052968,0.000000000,1.000000000,3,-0.161704865,-0.181882320,0.053103116,0.019879542,0.234075582,0.000000000,1.000000000
2607,6,-0.140311025,-0.072123883,0.173039591,0.044673857,0.247234504,0.166666667,0.833333333,3,-0.175523143,-0.184761779,0.044953217,0.030377523,0.227807231,0.000000000,1.000000000
2608,6,-0.112751386,-0.075308862,0.157137476,0.060250295,0.219493599,0.166666667,0.833333333,3,-0.187725808,-0.190358966,0.035476232,0.031453129,0.223143150,0.000000000,1.000000000
2609,6,-0.126440935,-0.091412788,0.119285176,0.057440926,0.184209510,0.166666667,0.833333333,3,-0.187989778,-0.193484578,0.027335478,0.018675893,0.219634042,0.000000000,1.000000000
2610,6,-0.131865619,-0.096404948,0.100045952,0.040817798,0.175060148,0.166666667,0.833333333,3,-0.182136525,-0.193734376,0.022634485,0.002887141,0.216049149,0.000000000,1.000000000
2611,6,-0.137893166,-0.110692668,0.093816305,0.047513455,0.185529473,0.166666667,0.833333333,3,-0.190483661,-0.190666481,0.022263172,0.021988380,0.210766816,0.000000000,1.000000000
2612,6,-0.137109160,-0.120505998,0.091368518,0.060045277,0.199417185,0.166666667,0.833333333,3,-0.189979896,-0.183272100,0.020768167,0.009877485,0.198869633,0.000000000,1.000000000
2613,6,-0.141483327,-0.124652781,0.087399998,0.061425503,0.208118410,0.166666667,0.833333333,3,-0.182134824,-0.176057158,0.015610111,0.005579489,0.187156364,0.000000000,1.000000000
2614,6,-0.138495288,-0.125539565,0.077244541,0.054602073,0.202085419,0.000000000,1.000000000,3,-0.172756108,-0.175269464,0.011735904,0.007762257,0.186528199,0.000000000,1.000000000
2615,6,-0.132623723,-0.127333922,0.070103855,0.047583170,0.199810462,0.000000000,1.000000000,3,-0.174686676,-0.182242155,0.017263900,0.004642647,0.199264852,0.000000000,1.000000000
2616,6,-0.136048773,-0.131755769,0.073183432,0.052312283,0.206055074,0.000000000,1.000000000,3,-0.182707995,-0.193603412,0.020425131,0.001771880,0.213720311,0.000000000,1.000000000
2617,6,-0.124566490,-0.126472376,0.071886287,0.060423322,0.201564003,0.000000000,1.000000000,3,-0.210735836,-0.204513295,0.018033337,0.007875524,0.217823808,0.000000000,1.000000000
2618,6,-0.114881471,-0.124876521,0.074463946,0.060279917,0.209196342,0.000000000,1.000000000,3,-0.204794738,-0.202869389,0.011277162,0.008265190,0.212233409,0.000000000,1.000000000
2619,6,-0.113350336,-0.129576006,0.077663809,0.054223741,0.216951178,0.000000000,1.000000000,3,-0.197514487,-0.201584075,0.020362900,0.013951203,0.221058458,0.000000000,1.000000000
2620,6,-0.122555074,-0.137637647,0.078957942,0.057714657,0.225894921,0.000000000,1.000000000,3,-0.191433674,-0.192277864,0.030644579,0.029369573,0.220145602,0.000000000,1.000000000
